brokered_by,status,price,bedroom,bathroom,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
81672,for_sale,289000,3,2,0.14,1369256,Cranston,"Rhode Island",02910,1446.0,2008-02-28
81672,for_sale,289900,3,1,0.25,268382,Warwick,"Rhode Island",02886,912.0,2021-09-29
81672,for_sale,299900,3,1,0.11,130821,Warwick,"Rhode Island",02889,1092.0,2019-05-17
81672,for_sale,314900,2,2,0.08,115896,"North Providence","Rhode Island",02904,1046.0,2002-01-25
81672,for_sale,315000,2,1,0.23,1784937,"West Warwick","Rhode Island",02893,1568.0,2020-04-21
81672,for_sale,315900,2,2,0.34,1296778,Meriden,Connecticut,06450,1294.0,2017-12-18
81672,for_sale,319900,5,3,0.07,1306225,Providence,"Rhode Island",02909,3169.0,NULL
81672,for_sale,319900,9,3,0.08,1053377,Providence,"Rhode Island",02909,5421.0,NULL
81672,for_sale,324900,7,3,0.07,307670,Providence,"Rhode Island",02909,3226.0,NULL
81672,for_sale,325000,3,2,0.17,560772,Warwick,"Rhode Island",02886,1267.0,NULL
81672,for_sale,339900,6,2,0.36,694679,Coventry,"Rhode Island",02816,3052.0,NULL
81672,for_sale,359900,4,2,0.07,1609489,Providence,"Rhode Island",02905,3439.0,NULL
81672,for_sale,375000,3,3,0.24,1751630,"West Warwick","Rhode Island",02893,1456.0,NULL
81672,for_sale,379000,3,2,0.18,847494,Cranston,"Rhode Island",02920,1086.0,2017-02-24
81672,for_sale,384900,3,2,0.22,1314590,Warwick,"Rhode Island",02886,1242.0,2014-04-15
81672,for_sale,395000,3,2,0.12,1142131,Cranston,"Rhode Island",02905,1200.0,2022-01-04
81672,for_sale,399900,3,3,0.2,1310649,Warwick,"Rhode Island",02889,1512.0,2022-02-18
81672,for_sale,399900,5,5,0.1,1809280,Providence,"Rhode Island",02904,2692.0,2014-09-05
81672,for_sale,419000,3,3,0.6,642258,"North Kingstown","Rhode Island",02852,2462.0,NULL
81672,for_sale,420000,3,2,0.46,1353777,Burrillville,"Rhode Island",02839,1632.0,1998-01-16
81672,for_sale,435000,3,2,0.25,919660,Warwick,"Rhode Island",02889,1480.0,2015-11-17
81672,for_sale,449900,3,2,1.95,1379641,"North Kingstown","Rhode Island",02852,1716.0,2021-06-23
81672,for_sale,449900,3,3,0.26,753238,Warwick,"Rhode Island",02886,1966.0,NULL
81672,for_sale,450000,4,3,2.03,1359670,"West Greenwich","Rhode Island",02817,2176.0,NULL
81672,for_sale,450000,5,4,0.38,1628587,Meriden,Connecticut,06450,2738.0,NULL
81672,for_sale,469000,3,3,0.19,883741,Warwick,"Rhode Island",02818,1540.0,2018-08-21
81672,for_sale,475000,3,3,1,642961,Scituate,"Rhode Island",02857,1904.0,2021-05-20
81672,for_sale,479900,3,3,0.11,1619864,Warwick,"Rhode Island",02889,1582.0,NULL
81672,for_sale,499900,3,2,0.23,114451,"South Kingstown","Rhode Island",02879,1280.0,NULL
81672,for_sale,499900,3,3,1.65,1010236,Hopkinton,"Rhode Island",02832,2128.0,NULL
81672,for_sale,524900,3,3,0.04,201607,"East Greenwich","Rhode Island",02818,2824.0,NULL
81672,for_sale,559900,4,2,0.24,1671423,"East Greenwich","Rhode Island",02818,1834.0,2019-06-24
81672,for_sale,584900,3,3,0.46,597712,Coventry,"Rhode Island",02816,2063.0,NULL
81672,for_sale,599000,3,3,0.55,388415,"West Greenwich","Rhode Island",02817,2444.0,NULL
81672,for_sale,599900,3,2,0.25,199165,Narragansett,"Rhode Island",02882,1274.0,NULL
81672,for_sale,599900,3,3,5.05,599097,Richmond,"Rhode Island",02892,2184.0,2018-04-20
81672,for_sale,679000,3,3,2,1348,"West Greenwich","Rhode Island",02817,2534.0,NULL
81672,for_sale,699900,3,2,0.1,956550,Warwick,"Rhode Island",02886,1844.0,NULL
81672,for_sale,699900,3,4,0.36,130949,Warwick,"Rhode Island",02818,2380.0,NULL
81672,for_sale,749900,3,3,2,4749,"West Greenwich","Rhode Island",02817,2534.0,NULL
81672,for_sale,849900,3,2,1.73,370460,Barrington,"Rhode Island",02806,2360.0,NULL
81672,for_sale,859000,4,4,1.02,1568521,"East Greenwich","Rhode Island",02818,2880.0,NULL
81672,for_sale,874500,4,4,0.69,1259,"East Greenwich","Rhode Island",02818,3150.0,NULL
81672,for_sale,895000,9,4,0.62,967259,"East Providence","Rhode Island",02915,3915.0,NULL
81672,for_sale,899900,4,4,0.69,1257,"East Greenwich","Rhode Island",02818,3150.0,NULL
81672,for_sale,967600,4,3,0.3,1708237,"North Kingstown","Rhode Island",02852,2550.0,NULL
81672,for_sale,975000,3,3,0.18,1539589,Warwick,"Rhode Island",02886,2689.0,NULL
81672,for_sale,981000,3,7,0.3,1698068,"North Kingstown","Rhode Island",02852,2550.0,NULL
81672,for_sale,1000400,3,2,0.3,1353989,"North Kingstown","Rhode Island",02852,2275.0,NULL
81672,for_sale,1056000,3,3,1.61,5083,"South Kingstown","Rhode Island",02879,1850.0,NULL
81672,for_sale,1096000,4,3,1.02,4743,"South Kingstown","Rhode Island",02879,2100.0,NULL
81672,for_sale,1100000,4,4,0.69,1258,"East Greenwich","Rhode Island",02818,3374.0,NULL
81672,for_sale,1199000,5,5,2.08,1451376,"East Greenwich","Rhode Island",02818,4370.0,NULL
81672,for_sale,1203050,4,3,0.3,821021,"North Kingstown","Rhode Island",02852,2550.0,NULL
81672,for_sale,1260000,4,3,1.26,5259,"South Kingstown","Rhode Island",02879,2600.0,NULL
81672,for_sale,1499000,5,5,2.45,167085,"East Greenwich","Rhode Island",02818,4572.0,NULL
81672,for_sale,1665600,4,4,2.37,1389,"East Greenwich","Rhode Island",02818,4048.0,NULL
81672,for_sale,1699500,4,3,2,1388,"East Greenwich","Rhode Island",02818,3330.0,NULL
81672,for_sale,1749500,4,4,2,1069,"East Greenwich","Rhode Island",02818,4250.0,NULL
81672,for_sale,1975000,3,6,1.88,916062,Lincoln,"Rhode Island",02865,5933.0,NULL
81677,for_sale,315000,3,2,5.37,1609518,Thompson,Connecticut,06277,1510.0,2018-12-28
81677,for_sale,445000,3,3,11.9,157242,Killingly,Connecticut,06241,2100.0,2012-11-02
81702,for_sale,480000,3,1,0.23,955578,Norwood,Massachusetts,02062,1123.0,1963-10-23
81702,for_sale,599900,4,2,0.79,598020,Norfolk,Massachusetts,02056,2080.0,2019-07-16
81702,for_sale,1100000,3,3,2.05,387285,Walpole,Massachusetts,02081,3072.0,NULL
81736,for_sale,76000,2,1,0.05,57813,Humacao,"Puerto Rico",00791,782.0,NULL
81736,for_sale,92000,3,2,0.09,1868645,Cidra,"Puerto Rico",00739,930.0,NULL
81742,for_sale,55000,2,1,0.23,482033,Waterboro,Maine,04061,728.0,NULL
81742,for_sale,225000,2,1,4,1698054,Lebanon,Maine,04027,980.0,NULL
81742,for_sale,279900,4,2,0.21,915187,Sanford,Maine,04083,3010.0,2017-06-16
81742,for_sale,289000,2,1,59.81,1160259,"Williamsburg Township",Maine,04414,768.0,NULL
81742,for_sale,295000,2,2,0.3,473184,Wells,Maine,04090,1648.0,NULL
81742,for_sale,299000,3,1,0.17,270012,Biddeford,Maine,04005,1273.0,NULL
81742,for_sale,349000,1,1,0.24,1246088,Ogunquit,Maine,03907,249.0,NULL
81742,for_sale,375000,1,1,0.24,1246090,Ogunquit,Maine,03907,344.0,NULL
81742,for_sale,425000,5,2,0.22,596169,Sanford,Maine,04073,1948.0,NULL
81742,for_sale,479900,2,1,0.11,1169928,Wells,Maine,04090,936.0,2020-12-02
81742,for_sale,625000,3,2,6.21,1449970,"South Berwick",Maine,03908,1852.0,NULL
81742,for_sale,699000,1,1,0.24,1246087,Ogunquit,Maine,03907,635.0,NULL
81742,for_sale,724000,2,2,0.24,1246089,Ogunquit,Maine,03907,593.0,NULL
81742,for_sale,729000,3,3,1.51,1922037,Arundel,Maine,04046,2000.0,NULL
81742,for_sale,745000,3,3,1.89,537102,"North Berwick",Maine,03906,3000.0,NULL
81742,for_sale,779000,3,2,6.21,1979921,"South Berwick",Maine,03908,1852.0,NULL
81742,for_sale,795000,4,4,0.88,1922038,Arundel,Maine,04046,2200.0,NULL
81742,for_sale,799000,4,3,0.23,14933,Ogunquit,Maine,03907,2610.0,NULL
81742,for_sale,879000,2,2,1.78,281709,Ogunquit,Maine,03907,1716.0,NULL
81742,for_sale,925000,4,3,2.08,262865,York,Maine,03902,3728.0,NULL
81742,for_sale,929000,4,3,3.04,1801745,Kennebunkport,Maine,04046,2544.0,2012-12-17
81742,for_sale,1095000,5,5,0.86,901325,Hampton,"New Hampshire",03842,5406.0,NULL
81742,for_sale,1149000,4,4,3,212490,York,Maine,03902,2651.0,NULL
81742,for_sale,1200000,5,3,0.17,1685884,Ogunquit,Maine,03907,2429.0,NULL
81742,for_sale,1200000,9,8,0.69,985821,Sanford,Maine,04073,6400.0,NULL
81742,for_sale,1550000,5,4,0.85,1821152,Ogunquit,Maine,03907,4205.0,NULL
81742,for_sale,1695000,4,2,0.84,1229310,Ogunquit,Maine,03907,2017.0,NULL
81742,for_sale,1700000,4,4,0.71,1283327,Ogunquit,Maine,03907,2128.0,NULL
81742,for_sale,1995000,5,5,0.12,1192934,Ogunquit,Maine,03907,5265.0,NULL
81742,for_sale,2495000,4,4,1.61,1943878,Ogunquit,Maine,03907,3587.0,NULL
81742,for_sale,3300000,2,3,0.62,606381,Ogunquit,Maine,03907,4679.0,NULL
81763,for_sale,900000,3,3,0.24,1751902,Salem,"New Hampshire",03079,2777.0,2016-04-29
81773,for_sale,925000,5,2,0.09,382255,Watertown,Massachusetts,02472,2300.0,NULL
81773,for_sale,929000,4,3,0.47,1758289,Acton,Massachusetts,01720,2665.0,2004-12-03
81777,for_sale,139900,3,3,0.12,296047,Hartford,Connecticut,06112,1445.0,1993-05-28
81777,for_sale,149900,3,1,0.26,1407419,Vernon,Connecticut,06066,1434.0,NULL
81777,for_sale,209900,3,2,0.17,801034,Manchester,Connecticut,06040,1521.0,2005-08-09
81777,for_sale,279900,3,3,0.43,985271,Vernon,Connecticut,06066,1471.0,2016-05-26
81777,for_sale,299000,3,2,0.37,1308154,Portland,Connecticut,06480,1592.0,2015-11-02
81777,for_sale,299900,4,3,0.27,1564801,Torrington,Connecticut,06790,2356.0,2020-03-31
81777,for_sale,335000,4,2,0.34,1826226,Berlin,Connecticut,06037,1576.0,1986-07-24
81777,for_sale,349000,7,3,0.34,1144799,Tiverton,"Rhode Island",02878,3119.0,2020-02-28
81777,for_sale,369900,3,3,0.48,173738,"South Windsor",Connecticut,06074,1872.0,2020-06-17
81777,for_sale,399999,3,1,1.57,1610165,Tiverton,"Rhode Island",02878,1978.0,NULL
81777,for_sale,439000,3,2,0.27,1313589,Bristol,"Rhode Island",02809,1697.0,2000-12-27
81777,for_sale,509900,3,2,1.1,586983,Tiverton,"Rhode Island",02878,2492.0,NULL
81777,for_sale,510000,4,3,8.08,1554864,Berlin,Connecticut,06037,2799.0,2018-06-11
81777,for_sale,539000,3,2,0.34,955783,Bristol,"Rhode Island",02809,2240.0,NULL
81784,for_sale,259900,3,3,0.36,269469,"East Providence","Rhode Island",02914,959.0,2007-07-26
81784,for_sale,300000,3,1,0.22,1089700,"North Providence","Rhode Island",02904,960.0,2020-10-23
81784,for_sale,319000,4,2,0.3,1830848,Coventry,"Rhode Island",02816,1642.0,NULL
81784,for_sale,329900,4,2,0.11,1757131,"East Providence","Rhode Island",02914,3354.0,NULL
81784,for_sale,330000,3,1,0.27,1725062,Bristol,"Rhode Island",02809,960.0,NULL
81784,for_sale,399000,3,2,2.21,982622,"South Kingstown","Rhode Island",02879,1382.0,NULL
81784,for_sale,469000,6,3,0.14,1619579,Pawtucket,"Rhode Island",02860,5386.0,1992-09-08
81784,for_sale,475000,3,3,0.13,522015,Bristol,"Rhode Island",02809,1470.0,2016-06-10
81784,for_sale,499000,4,2,0.66,919801,Seekonk,Massachusetts,02771,2085.0,1999-10-26
81784,for_sale,699000,5,4,0.28,1668347,"East Providence","Rhode Island",02916,3040.0,2016-02-29
81784,for_sale,799900,3,3,0.13,1280387,Bristol,"Rhode Island",02809,7494.0,NULL
81784,for_sale,1150000,3,2,1.94,732248,Barrington,"Rhode Island",02806,2665.0,2018-12-12
81785,for_sale,269000,3,1,0.13,1794027,"East Providence","Rhode Island",02915,1238.0,NULL
81785,for_sale,319000,3,1,0.26,1297587,Warren,"Rhode Island",02885,1144.0,NULL
81785,for_sale,325000,1,1,4.87,199021,Foster,"Rhode Island",02825,720.0,NULL
81785,for_sale,340000,6,2,0.11,1103919,Warren,"Rhode Island",02885,3144.0,2008-08-14
81785,for_sale,369000,2,1,0.2,1246028,Warren,"Rhode Island",02885,1330.0,NULL
81785,for_sale,379000,3,2,0.22,690009,Warren,"Rhode Island",02885,1422.0,2019-08-16
81785,for_sale,380000,4,2,0.61,1826625,Warren,"Rhode Island",02885,2468.0,1989-09-05
81785,for_sale,389500,3,2,0.18,270475,Bristol,"Rhode Island",02809,950.0,2017-06-30
81785,for_sale,389900,3,2,0.28,1260151,Warren,"Rhode Island",02885,1524.0,NULL
81785,for_sale,449000,3,2,0.28,646953,Portsmouth,"Rhode Island",02871,1170.0,1998-09-11
81785,for_sale,519000,3,2,0.16,330089,Barrington,"Rhode Island",02806,1535.0,NULL
81785,for_sale,519900,3,2,0.34,1139848,Bristol,"Rhode Island",02809,1670.0,2019-10-31
81785,for_sale,660000,6,5,0.11,491224,"Fall River",Massachusetts,02720,2719.0,2004-03-22
81785,for_sale,775000,3,2,0.04,141581,Newport,"Rhode Island",02840,1216.0,2013-04-19
81803,for_sale,850000,4,3,1.59,331746,Hopkinton,Massachusetts,01748,3030.0,1992-07-16
81805,for_sale,76000,4,2,0.4,602474,Moriah,"New York",12974,2000.0,2002-06-18
81805,for_sale,260000,5,3,4.09,312109,Granville,"New York",12849,2567.0,2016-10-07
81806,for_sale,190000,3,2,0.73,349229,Norwich,Connecticut,06360,1158.0,2020-01-07
81806,for_sale,299900,2,1,0.17,1141109,Stonington,Connecticut,06379,1151.0,2011-02-08
81831,for_sale,299900,4,2,0.05,852973,"New Bedford",Massachusetts,02740,1328.0,2004-05-27
81831,for_sale,359900,3,1,0.17,694721,Brockton,Massachusetts,02301,1462.0,1987-06-22
81831,for_sale,479999,3,2,0.23,1758495,Randolph,Massachusetts,02368,1212.0,2007-10-31
81831,for_sale,699999,7,4,0.3,1344791,Whitman,Massachusetts,02382,3548.0,NULL
81831,for_sale,729900,7,3,0.18,1018720,Brockton,Massachusetts,02301,3298.0,NULL
81831,for_sale,889900,4,4,1.38,1437935,Taunton,Massachusetts,02780,5162.0,2005-04-19
81852,for_sale,435000,3,3,3.3,470089,"Dover Plains","New York",12522,1956.0,1998-12-03
81852,for_sale,2650000,4,6,30.93,254230,Millbrook,"New York",12545,8500.0,NULL
81884,for_sale,439000,1,1,0.02,823040,Boston,Massachusetts,02135,690.0,NULL
81884,for_sale,550000,4,2,0.59,13360,Randolph,Massachusetts,02368,2408.0,2005-07-29
81884,for_sale,1000000,6,3,0.11,230808,Boston,Massachusetts,02132,2765.0,NULL
81889,for_sale,250000,3,3,0.04,694718,"New Bedford",Massachusetts,02744,1253.0,NULL
81889,for_sale,300000,4,2,0.06,859005,"New Bedford",Massachusetts,02740,2580.0,2009-08-24
81889,for_sale,310000,4,2,0.07,1228143,"New Bedford",Massachusetts,02740,2120.0,NULL
81889,for_sale,339900,4,4,0.11,1198013,"New Bedford",Massachusetts,02746,3013.0,NULL
81889,for_sale,349900,2,1,0.18,427512,Bourne,Massachusetts,02559,672.0,1995-12-29
81889,for_sale,389000,3,2,0.16,733129,Fairhaven,Massachusetts,02719,1158.0,NULL
81889,for_sale,399000,4,1,0.21,591151,Dartmouth,Massachusetts,02747,1210.0,2016-06-06
81889,for_sale,400000,12,5,0.09,937157,"New Bedford",Massachusetts,02746,5153.0,NULL
81889,for_sale,499000,12,6,0.08,1121978,"New Bedford",Massachusetts,02744,4473.0,2001-08-24
81889,for_sale,499900,3,2,2,948853,Rochester,Massachusetts,02770,1863.0,NULL
81889,for_sale,539000,3,2,0.24,1353927,Somerset,Massachusetts,02726,2900.0,2001-02-05
81889,for_sale,579900,4,3,0.38,597781,Swansea,Massachusetts,02777,2040.0,NULL
81889,for_sale,650000,12,8,0.13,321241,"New Bedford",Massachusetts,02746,5225.0,NULL
81889,for_sale,749900,4,3,0.92,1308768,Dartmouth,Massachusetts,02747,2600.0,NULL
81889,for_sale,779900,4,3,0.92,596244,Dartmouth,Massachusetts,02747,2540.0,NULL
81889,for_sale,950000,4,3,0.96,1708869,Dartmouth,Massachusetts,02747,3400.0,NULL
81889,for_sale,1400000,4,3,0.14,1142008,Fairhaven,Massachusetts,02719,2046.0,NULL
81889,for_sale,2200000,2,3,2.29,7560,Fairhaven,Massachusetts,02719,1901.0,NULL
81889,for_sale,2495000,4,5,1.84,9428,Dartmouth,Massachusetts,02748,7891.0,1999-09-28
81894,for_sale,199900,3,1,0.15,388619,Dudley,Massachusetts,01571,1530.0,NULL
81894,for_sale,209900,2,2,0.11,113870,Worcester,Massachusetts,01606,1176.0,1985-05-24
81894,for_sale,279000,3,1,0.23,1139147,Worcester,Massachusetts,01602,1270.0,NULL
81894,for_sale,309900,2,2,0.23,597250,Auburn,Massachusetts,01501,1000.0,2008-08-04
81894,for_sale,389900,4,3,0.34,330688,Worcester,Massachusetts,01602,2250.0,2000-08-11
81894,for_sale,449900,3,3,0.05,985392,Worcester,Massachusetts,01604,1824.0,2007-07-10
81894,for_sale,449900,3,3,0.05,1105423,Worcester,Massachusetts,01604,1824.0,NULL
81894,for_sale,549900,4,3,0.23,1667772,Worcester,Massachusetts,01602,2652.0,1986-11-25
81894,for_sale,549900,9,3,0.14,918273,Worcester,Massachusetts,01604,4204.0,2006-04-28
81894,for_sale,574900,4,2,0.37,438671,Worcester,Massachusetts,01606,1914.0,NULL
81894,for_sale,599900,3,2,0.56,1708299,Spencer,Massachusetts,01562,1547.0,NULL
81894,for_sale,849900,4,5,3.97,241160,Barre,Massachusetts,01005,5023.0,1988-06-24
81894,for_sale,995000,5,3,0.49,1312211,Shrewsbury,Massachusetts,01545,2858.0,2004-07-02
81909,for_sale,55000,2,2,1.22,1913924,Naranjito,"Puerto Rico",00719,1500.0,NULL
81909,for_sale,65000,3,2,0.1,1837550,Ciales,"Puerto Rico",00638,1100.0,NULL
81909,for_sale,65000,6,4,0.1,397849,"Toa Alta","Puerto Rico",00953,2600.0,NULL
81909,for_sale,70000,2,1,0.23,1966330,Naranjito,"Puerto Rico",00719,620.0,NULL
81909,for_sale,80000,4,2,0.19,1584559,Corozal,"Puerto Rico",00783,1500.0,NULL
81909,for_sale,85000,3,2,0.09,1897349,Aibonito,"Puerto Rico",00705,900.0,NULL
81909,for_sale,89000,4,2,0.08,331726,Guaynabo,"Puerto Rico",00965,1072.0,NULL
81909,for_sale,100000,2,1,0.09,734904,Ponce,"Puerto Rico",00730,1092.0,NULL
81909,for_sale,125000,3,1,0.13,1565422,Corozal,"Puerto Rico",00783,1103.0,NULL
81909,for_sale,125000,3,2,10.76,15342,Bayamon,"Puerto Rico",00961,1277.0,NULL
81909,for_sale,130000,3,2,0.1,42058,"Rio Grande","Puerto Rico",00745,1110.0,NULL
81909,for_sale,130000,4,2,0.1,594836,"Trujillo Alto","Puerto Rico",00976,1500.0,NULL
81909,for_sale,174900,4,3,0.3,1902809,"San Juan","Puerto Rico",00926,1500.0,NULL
81909,for_sale,189000,3,1,2,1307740,Coamo,"Puerto Rico",00769,1213.0,NULL
81909,for_sale,210000,4,3,5.05,1902767,Ponce,"Puerto Rico",00730,1520.0,NULL
81909,for_sale,220000,4,2,0.08,1841701,"Toa Baja","Puerto Rico",00949,1576.0,NULL
81909,for_sale,225000,3,2,0.05,272228,Luquillo,"Puerto Rico",00773,1207.0,NULL
81909,for_sale,225000,4,2,0.1,1966327,"Aguas Buenas","Puerto Rico",00703,3138.0,NULL
81909,for_sale,270000,3,2,0.11,1843064,"Vega Alta","Puerto Rico",00692,1626.0,NULL
81909,for_sale,290000,4,3,0.78,1902792,"Las Piedras","Puerto Rico",00771,3500.0,NULL
81909,for_sale,325000,4,3,0.27,1902844,Aibonito,"Puerto Rico",00705,2500.0,NULL
81922,for_sale,474900,3,3,0.09,1369926,"New Bedford",Massachusetts,02740,2000.0,NULL
81922,for_sale,669000,3,2,0.39,1931301,Mattapoisett,Massachusetts,02739,2200.0,NULL
81923,for_sale,559888,3,2,0.19,1259293,Saugus,Massachusetts,01906,1650.0,NULL
81925,for_sale,459000,2,1,0.05,555786,Quincy,Massachusetts,02169,867.0,2008-06-02
81925,for_sale,995000,11,6,0.24,581468,Quincy,Massachusetts,02169,3611.0,1989-09-29
81925,for_sale,1500000,5,3,0.43,1330085,Quincy,Massachusetts,02169,2676.0,NULL
81926,for_sale,304900,2,1,0.24,1821591,"New Bedford",Massachusetts,02745,832.0,NULL
81926,for_sale,379000,6,3,0.04,783167,"Fall River",Massachusetts,02720,2682.0,NULL
81926,for_sale,399900,3,2,0.53,172662,"Fall River",Massachusetts,02720,1680.0,1993-05-28
81926,for_sale,424900,9,5,0.11,977010,"Fall River",Massachusetts,02720,3193.0,NULL
81926,for_sale,479000,9,3,0.12,390072,"Fall River",Massachusetts,02721,3005.0,NULL
81926,for_sale,479900,9,3,0.07,1445153,"Fall River",Massachusetts,02721,3749.0,NULL
81926,for_sale,589900,5,6,1.69,1273090,Somerset,Massachusetts,02726,2832.0,2004-04-27
81926,for_sale,724900,5,4,0.24,1755745,"Fall River",Massachusetts,02720,3360.0,1973-06-29
81927,for_sale,830000,3,3,0.04,1437457,Boston,Massachusetts,02134,1496.0,NULL
81928,for_sale,259000,2,1,0.15,1297711,Pawtucket,"Rhode Island",02860,728.0,2018-05-11
81928,for_sale,299900,4,1,0.16,822210,Johnston,"Rhode Island",02919,1344.0,NULL
81928,for_sale,395000,3,2,1.5,1298318,Paxton,Massachusetts,01612,1549.0,2002-05-28
81928,for_sale,575000,9,3,0.07,117325,Warren,"Rhode Island",02885,3012.0,NULL
81982,for_sale,499900,4,3,0.07,914697,Lowell,Massachusetts,01850,2118.0,2003-12-31
82008,for_sale,225000,4,2,0.13,1716757,Torrington,Connecticut,06790,1637.0,2017-08-14
82008,for_sale,375000,4,3,1.14,1010526,Granby,Connecticut,06060,2203.0,1993-03-29
82008,for_sale,439000,3,2,0.66,1760323,"South Windsor",Connecticut,06074,2313.0,2004-07-08
82008,for_sale,439000,3,3,0.9,1354345,Windsor,Connecticut,06095,2455.0,2020-09-15
82022,for_sale,179900,3,1,0.34,602161,"West Greenwich","Rhode Island",02817,960.0,NULL
82022,for_sale,269900,4,2,0.11,1104983,Providence,"Rhode Island",02908,1267.0,2021-05-11
82022,for_sale,314900,3,2,0.31,793748,"North Providence","Rhode Island",02911,1440.0,2019-03-29
82022,for_sale,319000,2,1,0.11,1530954,Cumberland,"Rhode Island",02864,992.0,2017-08-31
82022,for_sale,319000,4,2,0.07,823013,Pawtucket,"Rhode Island",02860,3231.0,NULL
82022,for_sale,349900,3,2,0.23,847245,Lincoln,"Rhode Island",02865,1300.0,1992-08-05
82022,for_sale,399900,6,3,0.06,792439,Providence,"Rhode Island",02909,3708.0,NULL
82022,for_sale,539900,9,3,0.11,1714098,Lincoln,"Rhode Island",02865,4548.0,NULL
82022,for_sale,570000,3,3,0.53,603044,"North Kingstown","Rhode Island",02852,1731.0,2021-10-18
82022,for_sale,625000,1,2,0.07,1246039,"East Providence","Rhode Island",02915,1318.0,2021-04-23
82022,for_sale,679900,4,3,0.49,914450,Westerly,"Rhode Island",02891,1872.0,2014-07-07
82022,for_sale,939900,5,5,0.6,870183,Lincoln,"Rhode Island",02865,5264.0,2018-11-26
82022,for_sale,1000000,2,2,0.28,118917,"East Greenwich","Rhode Island",02818,1282.0,2020-08-12
82022,for_sale,1675000,4,5,0.33,20644,"East Greenwich","Rhode Island",02818,4070.0,2021-03-24
82059,for_sale,174900,2,1,0.57,732232,Sanford,Maine,04073,900.0,NULL
82059,for_sale,349900,3,2,1.8,348316,Waterboro,Maine,04087,1440.0,NULL
82059,for_sale,399900,4,2,4,942093,Newfield,Maine,04095,1400.0,NULL
82059,for_sale,499900,3,2,0.92,1452122,Shapleigh,Maine,04076,1344.0,NULL
82091,for_sale,709000,5,2,0.28,1567113,Saugus,Massachusetts,01906,2200.0,NULL
82091,for_sale,945000,3,2,0.12,1521168,Nahant,Massachusetts,01908,1550.0,NULL
82097,for_sale,205000,4,2,0.35,1540168,"Isle La Motte",Vermont,05463,2016.0,2005-12-22
82097,for_sale,457650,3,3,0.28,1896015,Milton,Vermont,05468,1568.0,NULL
82097,for_sale,461750,3,3,0.32,1896017,Milton,Vermont,05468,1800.0,NULL
82097,for_sale,472450,2,2,0.28,1896016,Milton,Vermont,05468,1490.0,NULL
82193,for_sale,489900,2,2,0.33,1125179,Hanson,Massachusetts,02341,1824.0,NULL
82212,for_sale,69999,2,1,0.23,482842,Greenville,"New Hampshire",03048,840.0,NULL
82212,for_sale,85000,3,2,0.12,956231,"New Britain",Connecticut,06053,1485.0,1993-03-23
82212,for_sale,125000,2,2,0.09,864916,Fitchburg,Massachusetts,01420,980.0,NULL
82212,for_sale,169900,2,2,0.11,520313,Lunenburg,Massachusetts,01462,880.0,NULL
82212,for_sale,200000,3,2,0.16,870874,"New Britain",Connecticut,06053,1044.0,NULL
82212,for_sale,224900,3,2,0.71,252547,Fitchburg,Massachusetts,01420,1152.0,1968-01-01
82212,for_sale,248900,2,1,0.09,1486547,Fitchburg,Massachusetts,01420,1120.0,NULL
82212,for_sale,248900,2,1,0.11,415247,Fitchburg,Massachusetts,01420,1080.0,NULL
82212,for_sale,289900,3,2,0.11,427240,Fitchburg,Massachusetts,01420,1618.0,NULL
82212,for_sale,375000,3,2,0.22,481692,Leominster,Massachusetts,01453,1417.0,2004-08-25
82212,for_sale,479900,3,2,0.76,1264833,Ashburnham,Massachusetts,01430,1600.0,NULL
82212,for_sale,499900,11,4,0.32,381701,Fitchburg,Massachusetts,01420,4000.0,NULL
82212,for_sale,699900,3,3,4.59,594723,Lunenburg,Massachusetts,01462,2200.0,NULL
82212,for_sale,699900,3,3,7.83,913331,Lunenburg,Massachusetts,01462,1787.0,NULL
82212,for_sale,699900,4,3,7.83,913272,Lunenburg,Massachusetts,01462,2528.0,NULL
82261,for_sale,60000,6,3,3,341019,Dresden,"New York",12819,2989.0,2017-04-04
82261,for_sale,129000,2,1,100000,598202,Whitehall,"New York",12887,1352.0,NULL
82261,for_sale,189900,3,1,0.48,704505,Dresden,"New York",12819,2112.0,NULL
82261,for_sale,639000,4,2,0.17,925389,"Putnam Station","New York",12861,1750.0,NULL
82277,for_sale,300000,6,2,0.11,1213556,Springfield,Massachusetts,01109,2560.0,NULL
82310,for_sale,349900,3,1,0.23,21567,Warwick,"Rhode Island",02886,1044.0,NULL
82323,for_sale,117900,2,1,0.2,576350,Petersburgh,"New York",12138,1054.0,NULL
82335,for_sale,299000,4,2,0.18,881700,Warwick,"Rhode Island",02886,1670.0,NULL
82335,for_sale,305000,3,2,0.07,695559,Providence,"Rhode Island",02909,1096.0,2016-12-15
82335,for_sale,309900,3,1,0.33,1122322,Warwick,"Rhode Island",02889,960.0,2020-08-14
82335,for_sale,325000,3,1,0.18,1548898,Cranston,"Rhode Island",02920,1350.0,2003-06-13
82335,for_sale,379900,3,2,0.18,433319,Cranston,"Rhode Island",02920,1497.0,2017-07-07
82335,for_sale,399000,7,3,0.1,601562,Cranston,"Rhode Island",02905,2916.0,NULL
82335,for_sale,409900,3,2,0.48,792501,"North Kingstown","Rhode Island",02852,1200.0,NULL
82335,for_sale,419900,3,2,0.13,249349,Warwick,"Rhode Island",02886,1470.0,NULL
